Headlines,Fecha
"326. El inversor mexicano de Sabadell pide a BBVA que presente una ""oferta competitiva""",2025-09-12
327. El consejo de Sabadell recomienda no acudir a la opa de BBVA,2025-09-12
"328. La primera de Expansión sobre Digi, la OPA de BBVA y el BCE",2025-09-12
329. BBVA y Sabadell miman los depósitos para retener a los clientes en la opa,2025-09-12
"330. BlackRock, Zurich y David Martínez: 2.665 millones invertidos en Sabadell",2025-09-12
"331. Société, Commerzbank y Santander activan un rally bursátil de campeonato",2025-09-12
332. La prima negativa de la oferta se relaja tras acercarse al 10%,2025-09-12
333. BBVA reduce el riesgo de pérdida de clientes por la opa sobre Sabadell,2025-09-11
"334. La primera de Expansión sobre BBVA, Mercadona, Pablo Isla, Oracle, Kirk y Sotheby's",2025-09-11
335. El escenario para el accionista ante una opa de exclusión,2025-09-11
336. BBVA disputará con Santander la cima de la banca por beneficio si gana la opa,2025-09-11
"337. Zurich, Amundi y los minoristas pueden ser clave en el resultado de la opa",2025-09-11
338. BBVA tiene hasta el 23 de septiembre para elevar el precio,2025-09-11
339. BBVA inicia mañana las reuniones con accionistas de Sabadell,2025-09-11
340. BBVA no sabrá hasta el último día la aceptación real a la opa,2025-09-11
341. Cinco valores que defienden su liderazgo en el Ibex,2025-09-11
342. Hasta cuándo puede BBVA mejorar el precio de la opa,2025-09-10
343. Torres (BBVA) dice que el precio de una segunda opa por Sabadell sería el mismo,2025-09-10
344. Guía de los dividendos prometidos por BBVA y Sabadell,2025-09-10
"345. La Primera de Expansión sobre BBVA, BCE y el nuevo iPhone 17",2025-09-10
346. BBVA elevará el dividendo gracias a las mayores sinergias con Sabadell,2025-09-10
347. Las firmas suman a BBVA a su 'lista de favoritos',2025-09-10
348. BBVA revisará la estructura de financiación mayorista de Sabadell,2025-09-10
"349. González-Bueno, convencido de que BBVA mejorará su oferta: ""Es de sentido común""",2025-09-09
350. El Ibex consolida los 15.000 puntos pese a la crisis política francesa,2025-09-09
351. GVC Gaesco prefiere a BBVA frente a Sabadell,2025-09-09
352. JPMorgan eleva más del 25% el techo de CaixaBank y Bankinter,2025-09-09
353. Tres escenarios para los accionistas de Banco Sabadell,2025-09-09
"354. La primera de Expansión sobre BBVA, Sabadell, Norges Bank, Francia y Xiaomi",2025-09-09
355. BBVA prepara la futura fusión con Sabadell sin tocar su autonomía,2025-09-09
356. Así es peaje fiscal para los accionistas de la opa de BBVA sobre Sabadell,2025-09-09
357. Sabadell puede sumar mil millones anuales al beneficio de BBVA,2025-09-09
358. ¿Cuáles son las empresas del Ibex con más éxito en redes sociales?,2025-09-09
359. BBVA se impone cuatro condiciones para comprar Sabadell con solo el 30%,2025-09-09
360. Los principales inversores que condicionarán el resultado de la opa,2025-09-09
361. BBVA lanza una ofensiva para promocionar la opa entre los accionistas de Sabadell,2025-09-08
"362. La Primera de Expansión sobre la OPA de BBVA, Geely y la reforma del M&A europeo",2025-09-08
363. Arranca el periodo de aceptación de la opa para los accionistas de Sabadell,2025-09-08
364. BBVA y Sabadell blindan su deuda para despejar la opa,2025-09-08
365. Quién es quién en los equipos de BBVA y Sabadell en la opa,2025-09-08
366. Luz verde a la opa: los accionistas de Sabadell deciden,2025-09-06
367. BBVA logra una victoria en la SEC que le deja todas las puertas de la opa abiertas,2025-09-06
368. Las preguntas todavía sin respuesta de la operación,2025-09-06
"369. CNMV: ""Es la operación más compleja que hemos abordado""",2025-09-06
370. El consejo de Sabadell decidirá su posición el próximo fin de semana,2025-09-06
371. Calendario de los días clave de la opa BBVA-Sabadell,2025-09-06
372. Morata apela a reforzar la colaboración público-privada,2025-09-05
"373. El Ibex choca con los 15.000 puntos y pierde un 0,6% en la semana",2025-09-05
"374. Oliu: ""Esta oferta es incluso peor que la que ya rechazó el consejo en 2024""",2025-09-05
"375. Carlos Torres (BBVA): ""No tenemos la intención de cambiar nada de la oferta por Sabadell""",2025-09-05
"376. BBVA avisa de los riesgos: falta de control de Sabadell, supervisión de Economía e información imprecisa",2025-09-05
"377. La asociación de accionistas minoritarios de Sabadell considera ""ofensiva"" la opa de BBVA",2025-09-05
"378. Torres (BBVA): ""Se trata de la mejor oferta de la última década""",2025-09-05
379. BBVA-Sabadell: la prima se mantiene negativa en el -8% tras el folleto,2025-09-05
380. BBVA mantiene el precio de la opa y revisará la política de dividendos de Sabadell,2025-09-05
381. La CNMV da luz verde a la opa de BBVA sobre Sabadell,2025-09-05
"382. CaixaBank, Santander y BBVA copan casi el 50% del crédito a grandes empresas",2025-09-05
383. La SEC dejará a BBVA unificar los plazos de la opa a la ley española,2025-09-05
"384. La Primera de Expansión sobre Mercosur, Iberdrola, BBVA, aranceles, Ucrania y Brad Pitt",2025-09-04
385. BBVA desafiará al 'top 10' de la banca europea por activos si suma Sabadell,2025-09-04
386. Santander prioriza la gestión de carteras frente a vender fondos,2025-09-04
"387. La banca cae un 4,3% en ocho sesiones: ¿es hora de entrar?",2025-09-04
388. Santander y BBVA lograrán beneficios récord este año,2025-09-03
389. BlackRock supera el 7% en Sabadell a las puertas del inicio de la opa,2025-09-02
390. El Ibex cae hasta los 14.700 puntos pendiente de las tensiones en la deuda,2025-09-02
"391. Las 'start up', un filón para los bancos",2025-09-02
"392. La Primera de Expansión sobre BBVA, Sabadell, Trump, Stellantis, Ford y Ucrania",2025-09-01
393. Así votan en las opas los grandes fondos de Sabadell,2025-09-01
"394. Solaria y Fluidra suben más del 10%, casi el triple que el Ibex",2025-08-30
"395. Septiembre, mes crucial para la opa de BBVA con el inicio del plazo de canje",2025-08-30
396. Goldman Sachs recorta a la mitad su participación en Banco Sabadell,2025-08-29
397. Sabadell paga hoy un dividendo de 370 millones y BBVA ajusta otra vez el canje de la opa,2025-08-29
398. ¿Quién copa la operativa de la Bolsa española?,2025-08-29
399. BBVA actualiza la ecuación de canje de la opa tras el dividendo de Sabadell de mañana,2025-08-28
400. Cuatro valores del Ibex que enfilan el mejor año de su historia en Bolsa,2025-08-28
"401. El Ibex encadena su tercera caída, lastrado por la banca, pero salva el 15.000",2025-08-27
402. Las gestoras de fondos exploran nuevas alianzas para ganar tamaño,2025-08-27
403. Las cajas rurales escalan al 'top 5' en banca de pymes en doce CCAA,2025-08-26
404. BBVA prevé crecer en todos los países los próximos cuatro años,2025-08-25
405. Sabadell reparte 370 millones de euros entre sus accionistas el próximo viernes,2025-08-24
"406. Sabadell: La prima negativa de la opa cae al 6,2% antes del dividendo",2025-08-23
407. Los fondos de Bolsa española más rentables,2025-08-23
408. CaixaBank capta 140.000 clientes en un solo trimestre,2025-08-22
409. Unicaja bate a Indra en rentabilidad del Ibex con dividendo,2025-08-22
410. Bankinter lidera el crecimiento de la banca entre clientes de grandes fortunas,2025-08-21
"411. La Primera de Expansión sobre BBVA, Masorange, Air Europa, Trump y Jackson Hole",2025-08-20
412. Koplowitz carga su cartera de inversiones de deuda bancaria,2025-08-20
413. Así prepara BBVA el nuevo folleto de la opa sobre Sabadell,2025-08-20
414. Ola de incendios: zona catastrófica para el infierno rural,2025-08-19
"415. Amadeus, Grifols, Acerinox y ACS lideran el salto exterior del Ibex",2025-08-19
"416. CaixaBank, BBVA y Santander salen vencedores de la gran reforma bancaria",2025-08-19
417. Sabadell y Logista pagan 444 millones en dividendos,2025-08-19
418. Las empresas del Ibex marcan récord de valor en Bolsa con más de 943.000 millones,2025-08-18
419. BBVA volverá a ajustar este mes la ecuación de canje de la opa sobre Sabadell,2025-08-17
420. BBVA pierde cerca de 45.000 accionistas desde el inicio de la opa,2025-08-16
421. ¿Qué se puede esperar de BBVA y Sabadell en Bolsa?,2025-08-16
422. Torres se pone más deberes en la opa sobre Sabadell,2025-08-15
423. Sabadell toca el récord histórico en Bolsa 18 años después,2025-08-15
424. BBVA recurre ante el Supremo el veto a la fusión del Gobierno,2025-08-14
425. La banca propulsa el rally bursátil hasta niveles de 2007,2025-08-14
426. Zurcher Kantonalbank supera de nuevo el 1% de Banco Sabadell,2025-08-13
"427. La insistencia de BBVA en la opa arrastra la prima negativa al 8,6%",2025-08-13
428. El Ibex cierra plano tras la tregua comercial y la inflación en EEUU,2025-08-12
"429. BBVA, firme con la opa a Sabadell tras la venta de TSB y el macrodividendo",2025-08-12
430. Sabadell acelera en el Ibex tras confirmar BBVA que sigue con la opa,2025-08-12
"431. La Primera de Expansión sobre BBVA, Sabadell, Atom Bank, China, Subway y Defensa",2025-08-12
"432. La prima negativa se ubica en el 6,1%",2025-08-12
433. El Ibex 35 vuela en 2025 y tiene potencial aún para subir otro 4%,2025-08-11
434. Santander y BBVA aportan 1.700 millones de beneficio a sus socios,2025-08-11
435. Las 9 lecciones sobre opas hostiles que han aprendido BBVA y UniCredit,2025-08-11
436. Los accionistas de Sabadell se enfrentan a un escenario incierto,2025-08-09
437. El Ibex conquista los 14.800 puntos en su mejor semana en cuatro meses,2025-08-08
438. BBVA acelera en el Ibex tras admitir más riesgos en la opa,2025-08-08
439. Deutsche pone coto al rally de los bancos del Ibex: del +5% al -9%,2025-08-08
"440. La Primera de Expansión sobre Sabadell, BBVA, Neinor, Aedas, Metrovacesa, Petrobras y KKR",2025-08-08
441. El mercado ve más lejos una mejora de la opa de BBVA sobre Sabadell,2025-08-08
442. El Ibex cierra en máximos del año por tercer día consecutivo,2025-08-07
443. BBVA revisa las sinergias de la opa sobre Sabadell y admite mayores riesgos,2025-08-07
444. Los accionistas de Sabadell lo tienen claro,2025-08-07
445. Sabadell: así impacta el dividendo y la venta de TSB en los accionistas,2025-08-07
446. BBVA recibe una valoración récord de Barclays,2025-08-07
"447. La Primera de Expansión sobre Sabadell, BBVA, Cinven, KKR, aranceles, chips y Apple",2025-08-07
"448. Merlin, BBVA y Aena lideran las subidas del Ibex 35 en agosto",2025-08-07
449. El Ibex renueva sus máximos anuales al conquistar los 14.500 puntos,2025-08-06
"450. ""Más vale malo conocido que bueno por conocer"": crónica de ambiente de una jornada clave para Sabadell",2025-08-06
"451. El 99,7% de los accionistas de Sabadell aprueban el macrodividendo récord de 2.500 millones",2025-08-06
"452. El 99,6% de accionistas de Sabadell aprueba la venta de TSB por 3.100 millones",2025-08-06
"453. La Primera de Expansión sobre Sabadell, Indra, Wallapop, Tesla, Ikea y Warren Buffett",2025-08-06
454. Ocho dividendos del Ibex que triplican la rentabilidad de las Letras,2025-08-06
455. Guía para los accionistas de las juntas de Sabadell,2025-08-06
456. Antolin capta 150 millones del ICO para reforzar su liquidez,2025-08-05
457. Así afecta la venta de TSB a la opa de BBVA-Sabadell,2025-08-05
"458. El Ibex recupera los 14.300 puntos, impulsado por Santander, BBVA y CaixaBank",2025-08-04
459. Las acciones de los bancos europeos alcanzan máximos no vistos desde 2008,2025-08-04
"460. La Primera de Expansión BBVA, Acciona Energía, Cox, Nvidia, Boeing y el sector del lujo",2025-08-04
461. Resultados bancarios semestrales: ¿más de lo mismo?,2025-08-04
462. Así se reparte el capital de Sabadell antes de dos juntas clave,2025-08-04
463. BBVA tiene 4.400 millones para mejorar la opa sobre Sabadell,2025-08-04
"464. Cuerpo asegura que el Gobierno trabaja para sacar ""con garantías"" los Presupuestos de 2026",2025-08-03
"465. Bankinter, CaixaBank y Santander tienen los balances más resistentes",2025-08-02
466. Sabadell encara dos juntas clave para regar a sus accionistas con 2.500 millones,2025-08-02
467. El euro sucumbe ante el billete verde,2025-08-02
"468. Unicaja y Bankinter, los bancos españoles más solventes, y Sabadell y Santander, los menos",2025-08-01
469. La banca enfila otro año récord tras ganar 17.086 millones,2025-08-01
"470. Grifols, Acciona Energía y Sabadell se disparan más del 15% en julio",2025-08-01
"471. BBVA aumenta la presión sobre Sabadell, pero mantiene que en solitario será muy rentable",2025-07-31
"472. Genç (BBVA): ""Si no hay oportunidad de crear valor, retiraremos la opa sobre Sabadell""",2025-07-31
473. BBVA demuestra que no necesita a Sabadell,2025-07-31
474. BBVA prevé repartir 36.000 millones entre sus accionistas hasta 2028,2025-07-31
475. El Banco de España rebaja el colchón sistémico de BBVA,2025-07-31
"476. Sabadell quiere ser un banco más pequeño, pero más rentable",2025-07-31
477. Sabadell roza máximo histórico de capital pese a los macrodividendos,2025-07-30
478. Unicaja reafirma su apuesta por seguir en solitario y mejora previsiones para 2025,2025-07-29
479. La Bolsa cotiza más sorpresas positivas en la banca española,2025-07-29
480. El mal ejemplo europeo en la concentración bancaria,2025-07-29
"481. González-Bueno (Sabadell): ""Con las condiciones actuales de la opa no va nadie, solo algún despistado""",2025-07-28
482. Laboral Kutxa crecerá en el mercado catalán con la apertura de doce oficinas,2025-07-27
483. Las opas de la banca europea dan más ganancias en Bolsa de lo que pagan,2025-07-26
484. La compleja y decidida decisión de Sabadell de seguir en solitario,2025-07-24
"485. González-Bueno (Sabadell): ""Es el momento de la fusiones transfronterizas en Europa""",2025-07-24
486. TSB dispara su beneficio a récord antes de la venta a Santander,2025-07-24
487. Sabadell advierte a BBVA que afrontará años de cero sinergias tras la adquisición,2025-07-24
488. Sabadell saca la artillería,2025-07-24
489. Sabadell se compromete a repartir 6.300 millones hasta 2027 y prevé elevar la rentabilidad al 16%,2025-07-24
490. La banca se toma una tregua en Bolsa antes de los resultados,2025-07-24
491. Sabadell recibirá 150 millones adicionales por el uso de la plataforma de TSB,2025-07-24
492. GVC Gaesco hace cambios en renovables e industriales,2025-07-24
493. El gigante de las pensiones de Japón toma posiciones en la opa de BBVA sobre Sabadell,2025-07-23
494. Holaluz despeja las dudas sobre su plan de reestructuración,2025-07-23
495. La Audiencia Nacional rechaza que Foment intervenga en la opa de BBVA a Sabadell,2025-07-23
"496. CaixaBank, Sabadell y BBVA copan el 'top 5' europeo por crecimiento",2025-07-23
497. La banca europea avanza en los rátings de sostenibilidad,2025-07-23
"498. La prima negativa de la opa de BBVA marca un récord del 14,4%",2025-07-23
499. La CNMV pide explicaciones a Sabadell sobre la venta de TSB,2025-07-22
"500. La Primera de Expansión sobre BBVA, Lidl, Mercadona, Santander, Revolut, JPMorgan y alquimia",2025-07-22
501. El BBVA retrasa a septiembre el periodo de aceptación de la opa,2025-07-21
502. RBE refinancia 1.100 millones y paga un megadividendo a Cinven,2025-07-21
